,user,beer,rating
2830,SAM,Brouwerij Artois: Stella Artois,2.0
31110,SAM,Sleeman Breweries Ltd.: Dark,2.0
33534,SAM,Wellington Brewery: Iron Duke,1.0
22121,SAM,High Road Brewing: Bronan,8.0
31009,SAM,Sleeman Breweries Ltd.: Honey Brown Lager,2.0
11011,SAM,Brasserie Dieu du Ciel!: Blanche Neige,8.0
608,SAM,Mill Street Brewery: 100th Meridian,5.0
21414,SAM,Great Lakes Brewery: Devil's Pale Ale 666,6.0
28484,SAM,Molson Breweries of Canada: Canadian Light,1.0
17172,SAM,Collective Arts Brewing: Jam up the Mash,8.0
28686,SAM,Molson Breweries of Canada: Carling,1.0
21313,SAM,Great Lakes Brewery: Blonde Lager,6.0
30605,SAM,Redline Brewhouse: Double Clutch,1.0
22020,SAM,High Park Brewery: Across the Pond,9.0
22222,SAM,Hop City Brewing Co.: Barking Squirrel Lager,6.0
25353,SAM,Le Trou Du Diable: Apocalypso,8.0
2,SAM,Beau's All Natural Brewing Company: Beau's Lugtread,6.0
2729,SAM,Woodhouse Brewing Co.: Woodhouse Lager,5.0
3234,SAM,Rainhard Brewing Co.: Armed N' Citra,6.0
3133,SAM,McAuslan Brewing: St. Ambroise Oatmeal Stout,7.0
22525,SAM,Hop City Brewing Co.: 8th Sin Black Lager,6.0
305,SAM,Sawdust City Brewing Co.: Little Norway,6.0
20606,SAM,Great Lakes Brewery: Canuck Pale Ale,6.0
33635,SAM,Wellington Brewery: Bewitched Belgian,1.0
30908,SAM,Sleeman Breweries Ltd.: Clear,2.0
24444,SAM,Lagunitas Brewing Company: A Little Sumpin' Sumpin',9.0
22424,SAM,Hop City Brewing Co.: Hopbot IPA,6.0
25555,SAM,Left Field Brewery: Left Field Laser Show,7.0
24343,SAM,Lagunitas Brewing Company: A Little Sumpin' Extra,8.0
2931,SAM,Brewery Ommegang: Ommegang Pale Sour,7.0
406,SAM,Heineken: Heineken Lager,2.0
21111,SAM,Great Lakes Brewery: Great Lakes Lake Effect,6.0
25757,SAM,Left Field Brewery: Greenwood,8.0
2628,SAM,Mill Street Brewery: Original Organic,5.0
16465,SAM,Collective Arts Brewing: Stranger Than Fiction,7.0
31312,SAM,The Collingwood Brewery: Downhill Pale Ale,8.0
28787,SAM,Muskoka Brewery: Muskoka Twice As Mad Tom IPA,6.0
33433,SAM,Wellington Brewery: Helles Bock,1.0
8991,SAM,Bellwoods Brewery: Skeleton Key,10.0
28383,SAM,Molson Breweries of Canada: Dominion Ale,1.0
22323,SAM,Hop City Brewing Co.: Big Mouth Pale Ale,6.0
3032,SAM,The Collingwood Brewery: Rockwell,6.0
507,SAM,Creemore Spring Brewery: Creemore Springs Premium Lager,8.0
27272,SAM,Mill Street Brewery: IPA (India Pale Ale),5.0
33130,SAM,Unibroue: Blonde de Chambly,8.0
16566,SAM,Collective Arts Brewing: IPA No. 1,7.0
26464,SAM,McAuslan Brewing: Griffon Extra Blonde,8.0
1618,SAM,Side Launch Brewing Company: Side Launch Wheat,6.0
32322,SAM,Unibroue: Éphémère Blackcurrant,8.0
27979,SAM,Mill Street Brewery: Belgian Pale Ale,4.0
13738,SAM,Brooklyn Brewery: Insulated Lager,9.0
23434,SAM,Kensington Brewing Company: India Pale Ale,8.0
28989,SAM,Nickel Brook Brewing: Old Kentucky Bastard,9.0
1517,SAM,Brasserie D'Achouffe: La Chouffe,9.0
13839,SAM,Brooklyn Brewery: Defender IPA,9.0
29494,SAM,Nickel Brook Brewing: Cuvée (2016) - Bourbon Barrel-Aged,10.0
32423,SAM,Unibroue: Éphémère Apple,7.0
26565,SAM,McAuslan Brewing: Griffon Brown Ale,8.0
23939,SAM,Labatt Ontario Breweries: Classic Porter,4.0
28282,SAM,Molson Breweries of Canada: Full Moon Winter Ale,1.0
24848,SAM,Lagunitas Brewing Company: Imperial Red Ale,9.0
19394,SAM,Glutenberg: Glutenberg Red,5.0
32019,SAM,Unibroue: Éphémère Cherry,9.0
19697,SAM,Glutenberg: Glutenberg American Pale Ale,5.0
24040,SAM,Labatt Ontario Breweries: Blue Citra,4.0
15051,SAM,Brooklyn Brewery: Brooklyn Pilsner,9.0
1820,SAM,"Brouwerij Rodenbach: Rodenbach Grand Cru,",9.0
19596,SAM,Glutenberg: Glutenberg Blonde,5.0
27070,SAM,Microbrasserie Le Prospecteur: Blonde du Prospecteur,9.0
17778,SAM,Collective Arts Brewing: Collective Project: Guava Gose,6.0
26363,SAM,MacKinnon Brothers Brewing: 8 Man,9.0
19495,SAM,Glutenberg: Glutenberg India Pale Ale,5.0
1719,SAM,Blue Moon Brewing Company: Blue Moon,1.0
5658,SAM,Beaus All Natural Brewing Company: Full Time IPA,8.0
4648,SAM,Amsterdam Brewing Company: Boneshaker,4.0
103,SAM,Grupo Modelo: Corona,2.0
1214,SAM,Great Lakes Brewery: Great Lakes Octopus Wants To Fight IPA,7.0
29090,SAM,Nickel Brook Brewing: Wicked Awesome IPA,7.0
14344,SAM,Brooklyn Brewery: Brooklyn Lager,9.0
23737,SAM,Labatt Ontario Breweries: Canadian Ale,4.0
27777,SAM,Mill Street Brewery: Belgian Wit,5.0
18182,SAM,Creemore Spring Brewery: Creemore Springs Traditional Pilsner,6.0
1012,SAM,Brasserie Dieu De Ciel!: Peche Mortel,7.0
1113,SAM,Sierra Nevada Brewing Co.: Pale Ale,5.0
14647,SAM,Brooklyn Brewery: Brooklyn Oktoberfest,10.0
32928,SAM,Unibroue: Blanche de Chambly,9.0
14546,SAM,Brooklyn Brewery: Brooklyn BAMBoozle,7.0
26868,SAM,Microbrasserie Le Naufrageur: Carrick,9.0
18283,SAM,Creemore Spring Brewery: Creemore Springs Kellerbier,6.0
23838,SAM,Labatt Ontario Breweries: Canadian Style Wheat Ale - Prohibition Series,4.0
24646,SAM,Lagunitas Brewing Company: Brown Shugga',9.0
14243,SAM,Brooklyn Brewery: Brooklyn East India Pale Ale,8.0
23535,SAM,Kensington Brewing Company: Baldwin FishEYE PA,8.0
1416,SAM,Redline Brewhouse: Clutch,1.0
14849,SAM,Brooklyn Brewery: Brooklyn Summer Ale,8.0
18889,SAM,Flying Monkeys Craft Brewery: Hoptical Illusion,8.0
14041,SAM,Brooklyn Brewery: Brooklyn Brown Ale,9.0
911,SAM,Guiness: Guinness,6.0
24747,SAM,Lagunitas Brewing Company: Imperial Stout,9.0
8587,SAM,Bellwoods Brewery: Jutsu,6.0
27878,SAM,Mill Street Brewery: Big League IPA,5.0
26969,SAM,Microbrasserie Le Naufrageur: Colborne,9.0
26666,SAM,McAuslan Brewing: Griffon Ale Rousse,8.0
33029,SAM,Unibroue: Don De Dieu,8.0
14142,SAM,Brooklyn Brewery: Brooklyn Dry Irish Stout,8.0
14748,SAM,Brooklyn Brewery: Brooklyn Pennant Ale,8.0
23636,SAM,Labatt Ontario Breweries: Brown Ale,4.0
6769,SAM,Bellwoods Brewery: Skeleton Key - Coffee,10.0
14950,SAM,Brooklyn Brewery: Brooklyn Winter Lager,9.0
27171,SAM,Microbrasserie Le Prospecteur: Blanche du Prospecteur,9.0
29393,SAM,Nickel Brook Brewing: Über - Raspberry,9.0
3638,SAM,Ace Hill Brewing Company: Ace Hill Pilsner,3.0
15152,SAM,Brooklyn Brewery: Brooklyn Winter Ale,9.0
24545,SAM,Lagunitas Brewing Company: DayTime IPA,8.0
13031,SAM,Brewery Ommegang: Bourbon Barrel Adoration,8.0
28181,SAM,Mill Street Brewery: Coffee Porter,4.0
6365,SAM,Bellwoods Brewery: Cat Lady IPA,8.0
28888,SAM,Muskoka Brewery: Muskoka Harvest Ale,6.0
12829,SAM,Brewery Ommegang: Brut IPA,8.0
24949,SAM,Lagunitas Brewing Company: Imperial Pils,9.0
17475,SAM,Collective Arts Brewing: Life in the Clouds,6.0
204,SAM,Coors Brewing Company: Coors Light,1.0
27575,SAM,Mill Street Brewery: Cobblestone Stout,7.0
709,SAM,Alexander Keiths: Red Amber Ale,5.0
13132,SAM,Brewery Ommegang: Bourbon Barrel Aged Three Philosophers,10.0
12930,SAM,Brewery Ommegang: Hennepin,9.0
2022,SAM,Sawdust City Brewing Co.: Skinny Dippin' Stout,6.0
1921,SAM,Bellwoods Brewery: Jelly King,7.0
6781,SIOB/SHIV,Bellwoods Brewery: Skeleton Key - Coffee,7.0
1327,SIOB/SHIV,Sawdust City Brewing Co.: Juicin,8.0
28597,SIOB/SHIV,Molson Breweries of Canada: Caffrey's Irish Ale,1.0
2943,SIOB/SHIV,Brewery Ommegang: Ommegang Pale Sour,7.0
7892,SIOB/SHIV,Bellwoods Brewery: Double Jutsu,9.0
31728,SIOB/SHIV,Unibroue: Audaciter,6.0
27688,SIOB/SHIV,Mill Street Brewery: Grapefruit League India Pale Ale,3.0
2135,SIOB/SHIV,Sawdust City Brewing Co.: Long Dark Voyage to Uranus,6.0
30819,SIOB/SHIV,Sawdust City Brewing: Twin Pine,7.0
923,SIOB/SHIV,Guiness: Guinness,9.0
18800,SIOB/SHIV,Flying Monkeys Craft Brewery: 12 Minutes to Destiny,6.0
16275,SIOB/SHIV,Collective Arts Brewing: Collective Project: Sour Dry Hop Ale - Passion Fruit And Peach,5.0
30718,SIOB/SHIV,San Francisco Brewing Co.: Broadway IPA,7.0
22032,SIOB/SHIV,High Park Brewery: Across the Pond,7.0
3145,SIOB/SHIV,McAuslan Brewing: St. Ambroise Oatmeal Stout,8.0
31526,SIOB/SHIV,Unibroue: 1837,7.0
31627,SIOB/SHIV,Unibroue: Ephemere Strawberry & Rhubarb,5.0
317,SIOB/SHIV,Sawdust City Brewing Co.: Little Norway,6.0
30617,SIOB/SHIV,Redline Brewhouse: Double Clutch,9.0
2236,SIOB/SHIV,Sawdust City Brewing Co.: Lone Pine,8.0
1024,SIOB/SHIV,Brasserie Dieu De Ciel!: Peche Mortel,9.0
14,SIOB/SHIV,Beau's All Natural Brewing Company: Beau's Lugtread,7.0
22133,SIOB/SHIV,High Road Brewing: Bronan,9.0
1125,SIOB/SHIV,Sierra Nevada Brewing Co.: Pale Ale,6.0
3044,SIOB/SHIV,The Collingwood Brewery: Rockwell,5.0
7488,SIOB/SHIV,Bellwoods Brewery: Milkshark - Guava,8.0
16073,SIOB/SHIV,Collective Arts Brewing: Rhyme & Reason,5.0
2337,SIOB/SHIV,Sawdust City Brewing Co.: Golden Beach,9.0
14356,SIOB/SHIV,Brooklyn Brewery: Brooklyn Lager,6.0
7993,SIOB/SHIV,Bellwoods Brewery: Roman Candle,7.0
7387,SIOB/SHIV,Bellwoods Brewery: Monogamy - Citra,8.0
11124,SIOB/SHIV,Brasserie Dieu du Ciel!: Aphrodite,8.0
6680,SIOB/SHIV,Bellwoods Brewery: Monogamy - Galaxy,7.0
18901,SIOB/SHIV,Flying Monkeys Craft Brewery: Hoptical Illusion,6.0
6882,SIOB/SHIV,Bellwoods Brewery: Boogie Monster,7.0
2539,SIOB/SHIV,Sawdust City Brewing Co.: Princess Wears Girl Pants,8.0
17790,SIOB/SHIV,Collective Arts Brewing: Collective Project: Guava Gose,7.0
7084,SIOB/SHIV,Bellwoods Brewery: Monogamy - Mosaic,6.0
27284,SIOB/SHIV,Mill Street Brewery: IPA (India Pale Ale),2.0
26375,SIOB/SHIV,MacKinnon Brothers Brewing: 8 Man,7.0
1731,SIOB/SHIV,Blue Moon Brewing Company: Blue Moon,6.0
19911,SIOB/SHIV,Granville Island Brewing Company: English Bay Pale Ale,5.0
721,SIOB/SHIV,Alexander Keiths: Red Amber Ale,4.0
31122,SIOB/SHIV,Sleeman Breweries Ltd.: Dark,2.0
31324,SIOB/SHIV,The Collingwood Brewery: Downhill Pale Ale,5.0
25668,SIOB/SHIV,Left Field Brewery: Bricks & Mortar,7.0
15972,SIOB/SHIV,Collective Arts Brewing: Basil & Cranberry,6.0
17184,SIOB/SHIV,Collective Arts Brewing: Jam up the Mash,6.0
13346,SIOB/SHIV,Brickworks Ciderhouse: Batch: 1904,7.0
19608,SIOB/SHIV,Glutenberg: Glutenberg Blonde,6.0
7185,SIOB/SHIV,Bellwoods Brewery: Skeleton Key - Coconut,6.0
19810,SIOB/SHIV,Granville Island Brewing Company: Hefeweizen,5.0
216,SIOB/SHIV,Coors Brewing Company: Coors Light,3.0
1832,SIOB/SHIV,"Brouwerij Rodenbach: Rodenbach Grand Cru,",8.0
2640,SIOB/SHIV,Mill Street Brewery: Original Organic,5.0
16679,SIOB/SHIV,Collective Arts Brewing: Dark Fruit Gose,7.0
1933,SIOB/SHIV,Bellwoods Brewery: Jelly King,9.0
13548,SIOB/SHIV,Brooklyn Brewery: Bel Air Sour,6.0
2741,SIOB/SHIV,Woodhouse Brewing Co.: Woodhouse Lager,5.0
1529,SIOB/SHIV,Brasserie D'Achouffe: La Chouffe,9.0
2438,SIOB/SHIV,Sawdust City Brewing Co.: Gateway Kolsch,6.0
25567,SIOB/SHIV,Left Field Brewery: Left Field Laser Show,6.0
20113,SIOB/SHIV,Granville Island Brewing Company: Cypress Honey Lager,6.0
16780,SIOB/SHIV,Collective Arts Brewing: Imperial Porter Bourbon Barrel-Aged 2018 Release,6.0
19002,SIOB/SHIV,Flying Monkeys Craft Brewery: Flying Monkeys The Chocolate Manifesto,5.0
11528,SIOB/SHIV,Brasserie Dunham: Berliner Mango Weisse,6.0
418,SIOB/SHIV,Heineken: Heineken Lager,3.0
30920,SIOB/SHIV,Sleeman Breweries Ltd.: Clear,3.0
13952,SIOB/SHIV,Brooklyn Brewery: Hopfen-Weisse,6.0
1428,SIOB/SHIV,Redline Brewhouse: Clutch,8.0
31425,SIOB/SHIV,The Collingwood Brewery: 3-point Saison,6.0
2842,SIOB/SHIV,Brouwerij Artois: Stella Artois,4.0
33445,SIOB/SHIV,Wellington Brewery: Helles Bock,5.0
1630,SIOB/SHIV,Side Launch Brewing Company: Side Launch Wheat,8.0
20012,SIOB/SHIV,Granville Island Brewing Company: False Creek Raspberry Ale,4.0
28496,SIOB/SHIV,Molson Breweries of Canada: Canadian Light,1.0
2034,SIOB/SHIV,Sawdust City Brewing Co.: Skinny Dippin' Stout,7.0
13649,SIOB/SHIV,Brooklyn Brewery: Gold Standard Export Kellerbier,7.0
31021,SIOB/SHIV,Sleeman Breweries Ltd.: Honey Brown Lager,2.0
17891,SIOB/SHIV,Collective Arts Brewing: Collective Project: Dry Hop Sour,8.0
6478,SIOB/SHIV,Bellwoods Brewery: Lost River Baltic Porter,6.0
6983,SIOB/SHIV,Bellwoods Brewery: Farmageddon,8.0
7791,SIOB/SHIV,Bellwoods Brewery: Jelly King - Pink Guava,9.0
11629,SIOB/SHIV,Brasserie Dunham: Berliner Melon Weisse,7.0
6377,SIOB/SHIV,Bellwoods Brewery: Cat Lady IPA,6.0
20214,SIOB/SHIV,Granville Island Brewing Company: Island Lager,5.0
16174,SIOB/SHIV,Collective Arts Brewing: Collective Project: Sour Dry Hopped with Raspberry,6.0
23749,SIOB/SHIV,Labatt Ontario Breweries: Canadian Ale,1.0
3650,SIOB/SHIV,Ace Hill Brewing Company: Ace Hill Pilsner,4.0
8094,SIOB/SHIV,Bellwoods Brewery: Milkshark - Pineapple,8.0
23850,SIOB/SHIV,Labatt Ontario Breweries: Canadian Style Wheat Ale - Prohibition Series,1.0
8700,SIOB/SHIV,Bellwoods Brewery: Farmageddon - Niagara Montmorency Cherry,7.0
9306,SIOB/SHIV,Beyond the Pale Brewing: Saison Tropicale,8.0
3549,SIOB/SHIV,A l'abri de la Tempête: Corne de Brume,7.0
22234,SIOB/SHIV,Hop City Brewing Co.: Barking Squirrel Lager,5.0
8296,SIOB/SHIV,Bellwoods Brewery: Witchshark,8.0
3246,SIOB/SHIV,Rainhard Brewing Co.: Armed N' Citra,7.0
23951,SIOB/SHIV,Labatt Ontario Breweries: Classic Porter,1.0
3852,SIOB/SHIV,Amsterdam Brewing: Amsterdam / Great Lakes Life Sentence,4.0
23345,SIOB/SHIV,Kensington Brewing Company: Fruit Stand Watermelon Wheat,4.0
115,SIOB/SHIV,Grupo Modelo: Corona,5.0
8498,SIOB/SHIV,Bellwoods Brewery: Cat Lady - Double Dry-Hopped,8.0
23446,SIOB/SHIV,Kensington Brewing Company: India Pale Ale,4.0
4660,SIOB/SHIV,Amsterdam Brewing Company: Boneshaker,6.0
29001,SIOB/SHIV,Nickel Brook Brewing: Old Kentucky Bastard,7.0
3953,SIOB/SHIV,Amsterdam Brewing: Amsterdam Tempest Imperial Stout,4.0
3751,SIOB/SHIV,Amsterdam Brewing: Amsterdam Barrel Aged Double Tempest,5.0
23648,SIOB/SHIV,Labatt Ontario Breweries: Brown Ale,1.0
8599,SIOB/SHIV,Bellwoods Brewery: Jutsu,8.0
28900,SIOB/SHIV,Muskoka Brewery: Muskoka Harvest Ale,3.0
8397,SIOB/SHIV,Bellwoods Brewery: Hellwoods,7.0
4256,SIOB/SHIV,Amsterdam Brewing Company: All Natural Blonde,4.0
28698,SIOB/SHIV,Molson Breweries of Canada: Carling,1.0
29405,SIOB/SHIV,Nickel Brook Brewing: Über - Raspberry,8.0
28799,SIOB/SHIV,Muskoka Brewery: Muskoka Twice As Mad Tom IPA,3.0
22638,SIOB/SHIV,Indie Ale House Brewing: Ritual Madness,7.0
24153,SIOB/SHIV,Lagunitas Brewing Company: Dry-Hopped Censored Ale,4.0
8801,SIOB/SHIV,Bellwoods Brewery: 3 Minutes To Midnight,6.0
3347,SIOB/SHIV,Rainhard Brewing Co.: Kapow! IPA,8.0
8195,SIOB/SHIV,Bellwoods Brewery: Monogamy - Nelson Sauvin,8.0
3448,SIOB/SHIV,High Road Brewing: Cloud Piercer,8.0
1942,SJ ,Bellwoods Brewery: Jelly King,9.0
225,SJ ,Coors Brewing Company: Coors Light,1.0
1740,SJ ,Blue Moon Brewing Company: Blue Moon,9.0
124,SJ ,Grupo Modelo: Corona,4.0
932,SJ ,Guiness: Guinness,9.0
427,SJ ,Heineken: Heineken Lager,7.0
326,SJ ,Sawdust City Brewing Co.: Little Norway,5.0
528,SJ ,Creemore Spring Brewery: Creemore Springs Premium Lager,5.0
1538,SJ ,Brasserie D'Achouffe: La Chouffe,8.0
1437,SJ ,Redline Brewhouse: Clutch,10.0
23,SJ ,Beau's All Natural Brewing Company: Beau's Lugtread,6.0
1639,SJ ,Side Launch Brewing Company: Side Launch Wheat,9.0
1336,SJ ,Sawdust City Brewing Co.: Juicin,9.0
1326,SOFIA,Sawdust City Brewing Co.: Juicin,8.0
31626,SOFIA,Unibroue: Ephemere Strawberry & Rhubarb,6.0
13,SOFIA,Beau's All Natural Brewing Company: Beau's Lugtread,6.0
22031,SOFIA,High Park Brewery: Across the Pond,7.0
6679,SOFIA,Bellwoods Brewery: Monogamy - Galaxy,9.0
8598,SOFIA,Bellwoods Brewery: Jutsu,9.0
619,SOFIA,Mill Street Brewery: 100th Meridian,4.0
22738,SOFIA,Indie Ale House Brewing: Cock Puncher,5.0
17486,SOFIA,Collective Arts Brewing: Life in the Clouds,7.0
30616,SOFIA,Redline Brewhouse: Double Clutch,9.0
31222,SOFIA,Spearhead Brewing Company: Belgian Style Stout,5.0
2134,SOFIA,Sawdust City Brewing Co.: Long Dark Voyage to Uranus,6.0
23142,SOFIA,Junction Craft Brewing: Engineers,6.0
21122,SOFIA,Great Lakes Brewery: Great Lakes Lake Effect,5.0
25061,SOFIA,Lake of Bays Brewing Company: Crosswind Pale Ale,5.0
2639,SOFIA,Mill Street Brewery: Original Organic,4.0
1023,SOFIA,Brasserie Dieu De Ciel!: Peche Mortel,8.0
14456,SOFIA,Brooklyn Brewery: Brooklyn Local 1,5.0
18900,SOFIA,Flying Monkeys Craft Brewery: Hoptical Illusion,6.0
1124,SOFIA,Sierra Nevada Brewing Co.: Pale Ale,4.0
1932,SOFIA,Bellwoods Brewery: Jelly King,10.0
18799,SOFIA,Flying Monkeys Craft Brewery: 12 Minutes to Destiny,6.0
16173,SOFIA,Collective Arts Brewing: Collective Project: Sour Dry Hopped with Raspberry,7.0
2235,SOFIA,Sawdust City Brewing Co.: Lone Pine,7.0
21728,SOFIA,Great Lakes Brewery: Great Lakes Karma Citra IPA,8.0
6477,SOFIA,Bellwoods Brewery: Lost River Baltic Porter,9.0
28798,SOFIA,Muskoka Brewery: Muskoka Twice As Mad Tom IPA,5.0
17385,SOFIA,Collective Arts Brewing: Ransack the Universe - Hemisphere IPA,7.0
29707,SOFIA,Nickel Brook Brewing Company: Cause & Effect,7.0
18698,SOFIA,Flying Monkeys Craft Brewery: Flying Monkeys Paranormal Imperial Pumpkin Ale,4.0
16072,SOFIA,Collective Arts Brewing: Rhyme & Reason,8.0
31323,SOFIA,The Collingwood Brewery: Downhill Pale Ale,5.0
14355,SOFIA,Brooklyn Brewery: Brooklyn Lager,5.0
7386,SOFIA,Bellwoods Brewery: Monogamy - Citra,9.0
9204,SOFIA,Bench Brewing Company: Ball's Falls Session IPA,7.0
4255,SOFIA,Amsterdam Brewing Company: All Natural Blonde,3.0
4760,SOFIA,Amsterdam Brewing Company: Autumn Hop,5.0
3144,SOFIA,McAuslan Brewing: St. Ambroise Oatmeal Stout,8.0
20213,SOFIA,Granville Island Brewing Company: Island Lager,5.0
2437,SOFIA,Sawdust City Brewing Co.: Gateway Kolsch,6.0
25869,SOFIA,Les 3 Brasseurs: Blond,4.0
17789,SOFIA,Collective Arts Brewing: Collective Project: Guava Gose,6.0
720,SOFIA,Alexander Keiths: Red Amber Ale,3.0
18496,SOFIA,Double Trouble Brewing Co.: Hops and Robbers,6.0
33242,SOFIA,Unibroue: À Tout Le Monde,6.0
1225,SOFIA,Great Lakes Brewery: Great Lakes Octopus Wants To Fight IPA,8.0
28899,SOFIA,Muskoka Brewery: Muskoka Harvest Ale,4.0
23647,SOFIA,Labatt Ontario Breweries: Brown Ale,2.0
16274,SOFIA,Collective Arts Brewing: Collective Project: Sour Dry Hop Ale - Passion Fruit And Peach,7.0
2033,SOFIA,Sawdust City Brewing Co.: Skinny Dippin' Stout,7.0
12941,SOFIA,Brewery Ommegang: Hennepin,8.0
2942,SOFIA,Brewery Ommegang: Ommegang Pale Sour,8.0
6376,SOFIA,Bellwoods Brewery: Cat Lady IPA,9.0
28192,SOFIA,Mill Street Brewery: Coffee Porter,5.0
18597,SOFIA,Double Trouble Brewing Co.: Fire in the Rye,5.0
29404,SOFIA,Nickel Brook Brewing: Über - Raspberry,8.0
2538,SOFIA,Sawdust City Brewing Co.: Princess Wears Girl Pants,8.0
8093,SOFIA,Bellwoods Brewery: Milkshark - Pineapple,8.0
8295,SOFIA,Bellwoods Brewery: Witchshark,9.0
27586,SOFIA,Mill Street Brewery: Cobblestone Stout,6.0
7891,SOFIA,Bellwoods Brewery: Double Jutsu,9.0
23546,SOFIA,Kensington Brewing Company: Baldwin FishEYE PA,4.0
11123,SOFIA,Brasserie Dieu du Ciel!: Aphrodite,8.0
8699,SOFIA,Bellwoods Brewery: Farmageddon - Niagara Montmorency Cherry,8.0
32333,SOFIA,Unibroue: Éphémère Blackcurrant,5.0
13345,SOFIA,Brickworks Ciderhouse: Batch: 1904,8.0
7487,SOFIA,Bellwoods Brewery: Milkshark - Guava,9.0
25970,SOFIA,Les 3 Brasseurs: Brown,4.0
6982,SOFIA,Bellwoods Brewery: Farmageddon,6.0
2336,SOFIA,Sawdust City Brewing Co.: Golden Beach,7.0
20617,SOFIA,Great Lakes Brewery: Canuck Pale Ale,5.0
2740,SOFIA,Woodhouse Brewing Co.: Woodhouse Lager,5.0
4558,SOFIA,Amsterdam Brewing Company: Cruiser All Day Pale Ale,3.0
417,SOFIA,Heineken: Heineken Lager,3.0
1831,SOFIA,"Brouwerij Rodenbach: Rodenbach Grand Cru,",10.0
31020,SOFIA,Sleeman Breweries Ltd.: Honey Brown Lager,3.0
922,SOFIA,Guiness: Guinness,10.0
26374,SOFIA,MacKinnon Brothers Brewing: 8 Man,7.0
5063,SOFIA,Amsterdam Brewing Company: 3 Speed,4.0
4457,SOFIA,Amsterdam Brewing Company: Downtown Brown,3.0
1730,SOFIA,Blue Moon Brewing Company: Blue Moon,5.0
316,SOFIA,Sawdust City Brewing Co.: Little Norway,6.0
16476,SOFIA,Collective Arts Brewing: Stranger Than Fiction,8.0
2841,SOFIA,Brouwerij Artois: Stella Artois,2.0
15971,SOFIA,Collective Arts Brewing: Basil & Cranberry,5.0
32131,SOFIA,Unibroue: Éphémère Cassis,6.0
7790,SOFIA,Bellwoods Brewery: Jelly King - Pink Guava,8.0
1629,SOFIA,Side Launch Brewing Company: Side Launch Wheat,5.0
19304,SOFIA,Flying Monkeys Craft Brewery: Aurora Heart,6.0
114,SOFIA,Grupo Modelo: Corona,6.0
19506,SOFIA,Glutenberg: Glutenberg India Pale Ale,4.0
19001,SOFIA,Flying Monkeys Craft Brewery: Flying Monkeys The Chocolate Manifesto,5.0
215,SOFIA,Coors Brewing Company: Coors Light,2.0
7992,SOFIA,Bellwoods Brewery: Roman Candle,8.0
22233,SOFIA,Hop City Brewing Co.: Barking Squirrel Lager,4.0
27283,SOFIA,Mill Street Brewery: IPA (India Pale Ale),4.0
29000,SOFIA,Nickel Brook Brewing: Old Kentucky Bastard,7.0
518,SOFIA,Creemore Spring Brewery: Creemore Springs Premium Lager,4.0
3245,SOFIA,Rainhard Brewing Co.: Armed N' Citra,8.0
1427,SOFIA,Redline Brewhouse: Clutch,9.0
3043,SOFIA,The Collingwood Brewery: Rockwell,6.0
3447,SOFIA,High Road Brewing: Cloud Piercer,9.0
18193,SOFIA,Creemore Spring Brewery: Creemore Springs Traditional Pilsner,4.0
32939,SOFIA,Unibroue: Blanche de Chambly,7.0
6881,SOFIA,Bellwoods Brewery: Boogie Monster,9.0
30818,SOFIA,Sawdust City Brewing: Twin Pine,6.0
6578,SOFIA,Bellwoods Brewery: Bring Out Your Dead,9.0
22132,SOFIA,High Road Brewing: Bronan,10.0
32030,SOFIA,Unibroue: Éphémère Cherry,6.0
4659,SOFIA,Amsterdam Brewing Company: Boneshaker,7.0
22536,SOFIA,Hop City Brewing Co.: 8th Sin Black Lager,4.0
1528,SOFIA,Brasserie D'Achouffe: La Chouffe,8.0
28091,SOFIA,Mill Street Brewery: Hopped & Confused,4.0
3649,SOFIA,Ace Hill Brewing Company: Ace Hill Pilsner,4.0
4154,SOFIA,Amsterdam Brewing Company: (416) Local Lager,3.0
17183,SOFIA,Collective Arts Brewing: Jam up the Mash,5.0
1783,Sam,Blue Moon Brewing Company: Blue Moon,7.0
571,Sam,Creemore Spring Brewery: Creemore Springs Premium Lager,7.0
470,Sam,Heineken: Heineken Lager,8.0
167,Sam,Grupo Modelo: Corona,8.0
268,Sam,Coors Brewing Company: Coors Light,6.0
1997,Sofia,Bellwoods Brewery: Jelly King,9.0
280,Sofia,Coors Brewing Company: Coors Light,2.0
179,Sofia,Grupo Modelo: Corona,6.0
1391,Sofia,Sawdust City Brewing Co.: Juicin,7.0
583,Sofia,Creemore Spring Brewery: Creemore Springs Premium Lager,2.0
1593,Sofia,Brasserie D'Achouffe: La Chouffe,7.0
1795,Sofia,Blue Moon Brewing Company: Blue Moon,2.0
381,Sofia,Sawdust City Brewing Co.: Little Norway,5.0
1694,Sofia,Side Launch Brewing Company: Side Launch Wheat,5.0
1492,Sofia,Redline Brewhouse: Clutch,9.0
1896,Sofia,"Brouwerij Rodenbach: Rodenbach Grand Cru,",9.0
482,Sofia,Heineken: Heineken Lager,2.0
785,Sofia,Alexander Keiths: Red Amber Ale,1.0
78,Sofia,Beau's All Natural Brewing Company: Beau's Lugtread,2.0
987,Sofia,Guiness: Guinness,9.0
1189,Sofia,Sierra Nevada Brewing Co.: Pale Ale,2.0
684,Sofia,Mill Street Brewery: 100th Meridian,2.0
1290,Sofia,Great Lakes Brewery: Great Lakes Octopus Wants To Fight IPA,7.0
